FFID	Line	Point	Gps time(us)	UTC Date	UTC Time	Time Source	Latitude	Longitude	Comment
176	1.0	176.0	1333795535007139	2022-04-12	10:45:17.007139	GPS	59.13521970831086	9.631299232197469	
177	1.0	177.0	1333795539322299	2022-04-12	10:45:21.322299	GPS	59.13524231532665	9.6312403321817	
178	1.0	178.0	1333795543342601	2022-04-12	10:45:25.342601	GPS	59.135264605755395	9.63118449140374	
179	1.0	179.0	1333795553582754	2022-04-12	10:45:35.582754	GPS	59.1353192471033	9.631029092023299	
180	1.0	180.0	1333795557747715	2022-04-12	10:45:39.747715	GPS	59.13534169500416	9.630963117608301	
181	1.0	181.0	1333795562134462	2022-04-12	10:45:44.134462	GPS	59.13536517231	9.6308988164033	
182	1.0	182.0	1333795566673681	2022-04-12	10:45:48.673681	GPS	59.135389181919	9.630832218694332	
183	1.0	183.0	1333795571061461	2022-04-12	10:45:53.061461	GPS	59.13541340973999	9.6307702447517	
184	1.0	184.0	1333795575565759	2022-04-12	10:45:57.565759	GPS	59.135438133594135	9.63070480414705	
185	1.0	185.0	1333795579947181	2022-04-12	10:46:01.947181	GPS	59.13546348120664	9.630641748269158	
186	1.0	186.0	1333795586811271	2022-04-12	10:46:08.811271	GPS	59.1355053990808	9.630548506994197	
187	1.0	187.0	1333795591202890	2022-04-12	10:46:13.202890	GPS	59.13553351685834	9.6304906305417	
188	1.0	188.0	1333795595440617	2022-04-12	10:46:17.440617	GPS	59.135560604113316	9.630438692801688	
189	1.0	189.0	1333795600436732	2022-04-12	10:46:22.436732	GPS	59.1355939421567	9.6303807075167	
190	1.0	190.0	1333795604876336	2022-04-12	10:46:26.876336	GPS	59.13562367557335	9.630328244273354	
191	1.0	191.0	1333795608975486	2022-04-12	10:46:30.975486	GPS	59.135650163097196	9.630278285996667	
192	1.0	192.0	1333795613125852	2022-04-12	10:46:35.125852	GPS	59.13567702627667	9.630226385656671	
193	1.0	193.0	1333795618358492	2022-04-12	10:46:40.358492	GPS	59.135711889946684	9.63016301885	
194	1.0	194.0	1333795623683986	2022-04-12	10:46:45.683986	GPS	59.135745559906674	9.630097318502473	
195	1.0	195.0	1333795627913060	2022-04-12	10:46:49.913060	GPS	59.13577334069444	9.630049449105572	
196	1.0	196.0	1333795631744603	2022-04-12	10:46:53.744603	GPS	59.135799320435446	9.6300124154775	
197	1.0	197.0	1333795635327273	2022-04-12	10:46:57.327273	GPS	59.13582351515335	9.6299832121192	
198	1.0	198.0	1333795639241524	2022-04-12	10:47:01.241524	GPS	59.13585111016	9.629966898306687	
199	1.0	199.0	1333795644455097	2022-04-12	10:47:06.455097	GPS	59.1358791088183	9.629976821399175	
200	1.0	200.0	1333795740513429	2022-04-12	10:48:42.513429	GPS	59.135913360712486	9.630324111908328	
201	1.0	201.0	1333795744571344	2022-04-12	10:48:46.571344	GPS	59.13589023880001	9.63035790398669	
202	1.0	202.0	1333795749189104	2022-04-12	10:48:51.189104	GPS	59.13585697990398	9.630395612832	
203	1.0	203.0	1333795753909208	2022-04-12	10:48:55.909208	GPS	59.13582318094	9.630434910066684	
204	1.0	204.0	1333795759159657	2022-04-12	10:49:01.159657	GPS	59.13579023533417	9.6304809299033	
205	1.0	205.0	1333795763427563	2022-04-12	10:49:05.427563	GPS	59.13576800588253	9.630520229691673	
206	1.0	206.0	1333795767738590	2022-04-12	10:49:09.738590	GPS	59.1357479481292	9.63056107815419	
207	1.0	207.0	1333795772799813	2022-04-12	10:49:14.799813	GPS	59.13572433411247	9.630607998285834	
208	1.0	208.0	1333795777668877	2022-04-12	10:49:19.668877	GPS	59.135698155614996	9.630651298039188	
209	1.0	209.0	1333795781798011	2022-04-12	10:49:23.798011	GPS	59.135677006630004	9.630691650091698	
210	1.0	210.0	1333795785807183	2022-04-12	10:49:27.807183	GPS	59.13566264272336	9.6307255538725	
211	1.0	211.0	1333795790056790	2022-04-12	10:49:32.056790	GPS	59.13564831069999	9.630761639916681	
212	1.0	212.0	1333795799812718	2022-04-12	10:49:41.812718	GPS	59.13561731213664	9.630846616581666	
213	1.0	213.0	1333795804367997	2022-04-12	10:49:46.367997	GPS	59.13560788667164	9.630888873305857	
